,User,Date Created,Number of Likes,Number of Retweet,Source of Tweet,Tweet
31,Mohd Muneer,2022-09-25 16:25:10+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
32,Vikas Mali,2022-09-25 16:19:04+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
33,Aayushi Jaat,2022-09-25 16:18:28+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
34,KIJANA YA P. U 🌹🇰🇪,2022-09-25 16:15:36+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
35,Perlada,2022-09-25 16:15:09+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
36,★रा¥ण★راون,2022-09-25 16:13:17+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
37,★रूप★सिंह★सलेमपुर★करौली★,2022-09-25 16:12:43+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
38,Mkasisi,2022-09-25 16:12:41+00:00,0,126,Twitter for iPhone,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
39,Sangram Singh Yadav 4K,2022-09-25 16:12:17+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
40,Anubhav Verma,2022-09-25 16:08:23+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
41,MUYINGO EVRA ABDU,2022-09-25 16:04:32+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
42,🔝𝐃𝐡𝐚𝐫𝐦𝐚𝐧𝐝𝐞𝐫 𝐩𝐚𝐭𝐞𝐥🚩D.S.P🏳️,2022-09-25 16:03:34+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
43,Rustam Ali,2022-09-25 16:03:10+00:00,0,126,Twitter for iPhone,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
44,The Dragon of the North 🐉,2022-09-25 16:02:23+00:00,0,126,Twitter for iPhone,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
45,Samreen Khan,2022-09-25 16:01:09+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
46,Naresh Kumar Meena,2022-09-25 15:58:13+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
47,Raghu Meena,2022-09-25 15:58:09+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
48,Mohd Zeeshan Raza,2022-09-25 15:56:15+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
49,Tau On Your Phone Kisan Ekta,2022-09-25 15:56:07+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
50,Tilak_NetamGond सेबाजोहार 🙏Totem🐢,2022-09-25 15:55:14+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
51,Satyam Kumar,2022-09-25 15:54:57+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
52,कोमल प्रसाद साहू,2022-09-25 15:54:54+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
53,Anurag meena,2022-09-25 15:54:40+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
54,Vinod kumar yadav,2022-09-25 15:54:09+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
55,krishna kant sharma Dholpur,2022-09-25 15:53:58+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
56,jahrili nagin,2022-09-25 15:53:16+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
57,Ajay Singh,2022-09-25 15:53:04+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
58,Mohd Suhail,2022-09-25 15:53:00+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
59,🔰Irfan Gulzar🔰 عرفان غولزار🔰,2022-09-25 15:52:53+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
60,Deepak Thakur,2022-09-25 15:52:46+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
61,Yashesh Yadav,2022-09-25 15:52:28+00:00,0,126,Twitter for iPhone,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
62,Delhi Wala Boyfriend,2022-09-25 15:52:20+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
63,Kalyaal,2022-09-25 15:51:45+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
64,खोकन { वेस्ट बंगाल } 10,2022-09-25 15:51:34+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
65,袁林芳Yuanlinfang🇨🇳,2022-09-25 15:51:29+00:00,0,126,Twitter Web App,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
66,Sonali_c,2022-09-25 15:51:22+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
67,Shashank Shekhar Pandey 🇮🇳,2022-09-25 15:51:14+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
68,Mohammad asfak INC,2022-09-25 15:51:08+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
69,Ravi Saxena🇮🇳,2022-09-25 15:50:48+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
70,Sanjay Kumar तूफानी 🚩🙏💪🇮🇳,2022-09-25 15:50:46+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
71,Imran Ahmad (100% Follow Back),2022-09-25 15:50:33+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
72,Stella McCartney,2022-09-25 15:50:27+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
73,Rahul kumar,2022-09-25 15:50:25+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
74,FWESHK,2022-09-25 15:50:23+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
75,महान शक्ति ( रजि.) अखण्ड भारत 🇮🇳🙏,2022-09-25 15:50:23+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
76,Ikram Ali,2022-09-25 15:50:16+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
77,Rajesh Rakesh INC,2022-09-25 15:50:06+00:00,0,126,Twitter for iPhone,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
78,Pushpa Malhotra,2022-09-25 15:50:01+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
79,⚽🚀,2022-09-25 15:49:53+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
80,Chandra. P. Jain🎂🎂🎂FB SURE,2022-09-25 15:49:48+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
81,ضیاءالرحمن خان Ziyaurrahman Khan,2022-09-25 15:49:42+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
82,Shahnawaz khan official,2022-09-25 15:49:39+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
83,सचिदानंद मौर्य,2022-09-25 15:49:34+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
84,Faiz Abul,2022-09-25 15:49:34+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
85,kaif lyññ,2022-09-25 15:49:30+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
86,☠︎࿐ ı'ɱ★ 𝘔𝘳 ★ֆǟʍɛɛʀ✩.๓คlik ✫𝐊𝐢𝐧𝐠 👊,2022-09-25 15:49:29+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
87,YOGESH,2022-09-25 15:49:28+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
88,pankaj gaur,2022-09-25 15:49:28+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
89,Tareeq Khan,2022-09-25 15:49:27+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
90,🇮🇳ईमरान Jèè 🇮🇳🐯🦁,2022-09-25 15:49:04+00:00,132,126,Twitter for Android,"Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
91,no_one,2022-09-25 13:40:22+00:00,1,0,Twitter for iPhone,@madhsingh1 @RajivMessage @SudhanshuTrived Snakes in the ganda naam isliye hai kyunki unke kehne kaa matlab hai ki… https://t.co/C2sqkR402h
92,Vishu,2022-09-25 11:31:20+00:00,2,1,Twitter for Android,@AAPUttarPradesh @SanjayAzadSln Ye sanjay singh urf hindustaan ka maan singh ko dekha nhi jaa rha h ki hindustaan k… https://t.co/0rWQitfeAa
93,SidNaazsv,2022-09-25 09:55:29+00:00,0,2,Twitter for Android,RT @SidNaazSeemaV: Tu mera mai teri jaane saara Hindustaan #3YearsOfSidNaaz
94,SidNaazsv,2022-09-25 09:55:21+00:00,1,2,Twitter for Android,Tu mera mai teri jaane saara Hindustaan #3YearsOfSidNaaz
95,lahu4Mindia,2022-09-25 08:08:10+00:00,0,0,Twitter for Android,@AhmedKhabeer_ This is Hindustaan... रीती रीवाज तो होंगे ही
96,भारत जोड़ो Love India,2022-09-25 07:57:14+00:00,0,1,Twitter for Android,RT @FahimHussainSa1: @LoveIndia939791 @ShamsherAlam70 @LalanSingh_1 @Jduonline Na hindu khatre mein hai na musalmaan khatre mein hai...zara…
97,Fahim Hussain Sayyed,2022-09-25 07:12:39+00:00,0,1,Twitter for Android,@LoveIndia939791 @ShamsherAlam70 @LalanSingh_1 @Jduonline Na hindu khatre mein hai na musalmaan khatre mein hai...z… https://t.co/0oUZ43TnHg
98,sakshi,2022-09-25 07:06:30+00:00,0,1,Twitter Web App,RT @FahimHussainSa1: @Babanoormohamm1 @ShadowSakshi Maafi maango smriti...maafi maango smriti..maafi maango smriti..hindustaan ki betiyon s…
,User,Date Created,Number of Likes,Number of Retweet,Source of Tweet,Tweet
0,Priyank Saxena 🏹,2022-09-26 05:08:24+00:00,0,0,Twitter for iPhone,"@canyaman421 @SayyedNoor111 @Sadhvi_prachi @beingarun28 @Sharmaharishji Bhai, first of all, this is India/Bharat/Hi… https://t.co/XtTcYpby4G"
1,sumit kumar,2022-09-26 04:47:27+00:00,0,1,Twitter for Android,RT @Vishu_Babu07: @Khanna16Rajeev @sumitku02219034 @AAPUttarPradesh Pahle  kejriwal urf hindustaan ka jaychand  ko bolo delhi ko new york b…
2,HARDEEP,2022-09-26 04:13:53+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
3,Vishu,2022-09-26 02:09:34+00:00,1,1,Twitter for Android,@Khanna16Rajeev @sumitku02219034 @AAPUttarPradesh Pahle  kejriwal urf hindustaan ka jaychand  ko bolo delhi ko new york bnwane ke liye bhai😂
4,Shubham Gupta 🇮🇳,2022-09-26 01:55:25+00:00,0,0,Twitter for Android,@InbarCohen13 Happy New Year From Hindustaan 🇮🇳💞
5,sumit kumar,2022-09-26 01:54:05+00:00,0,1,Twitter for Android,RT @Vishu_Babu07: @AAPUttarPradesh @SanjayAzadSln Ye sanjay singh urf hindustaan ka maan singh ko dekha nhi jaa rha h ki hindustaan ka rhne…
6,RAMLAL SAINI,2022-09-26 01:49:57+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
7,Anil Jangra,2022-09-26 01:36:17+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
8,AaBrA Ka DaBrA,2022-09-26 01:14:55+00:00,0,0,Twitter for Android,@zakychanbro @rishibagree @johncusack Then why he RAN away from Amethi jo Hindustaan me hi hai or congress ki jagir… https://t.co/zX3QITUNpu
9,💞Suraj Mir.🇮🇳,2022-09-25 19:15:53+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
10,MmikhoiCoinssssss,2022-09-25 19:03:12+00:00,0,126,Twitter for iPhone,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
11,Gylsim,2022-09-25 18:40:34+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
12,Elite Reja 🇮🇳,2022-09-25 18:20:51+00:00,0,0,Twitter for Android,"@nishadrajMPbjp Are kya hua Bhai saab , Aap to bura man gaye , Chalo Humne "" Bharat Mata ki Jai "" "" Hindustan Ki Ja… https://t.co/3mlv2U1UQz"
13,Hubert Daniel,2022-09-25 18:04:54+00:00,0,126,Twitter Web App,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
14,Lokesh Kumar,2022-09-25 17:49:51+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
15,Zakes 5502,2022-09-25 17:46:46+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
16,अहमद (احمد)6k🇮🇳🇮🇳🇮🇳,2022-09-25 17:42:57+00:00,0,126,Twitter for Android,"RT @EEMRANASMI: Na hindu, Na Sikh, Na Musalmaan,

#Zero2Hero me juda hai Sampoorna Hindustaan.

#Zero2Hero

https://t.co/3cFBCOxP66"
